layer,public_use,next_gate,region_id,country,kind,source_type,confidence_tier,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,annual_value_basis,definition_notes,source,source_url,validation_doc
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",sao-tome,STP,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EMAE (~3 MW PV + diesel + hydro),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/sao-tome.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",senegal,SEN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Senegal 2024 (SENELEC; Taiba N'Diaye 158 MW wind + PV),https://www.senelec.sn/,docs/validation/senegal.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",seychelles,SYC,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / PUC (~5 MW PV + diesel + pumped hydro; island),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/seychelles.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",sichuan,CHN,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,NEA 2024 / Sichuan hydro-spill proxy,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/sichuan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",sierra-leone,SLE,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDSA (Bumbuna hydro + solar; WAPP),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/sierra-leone.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",singapore,SGP,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EMA TES 2024 (~700 MW rooftop+utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/singapore.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",solomon-islands,SLB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / SIEA (~5 MW PV + diesel; Pacific island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/solomon-islands.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",somalia,SOM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / MOEP (fragmented grid; diesel + emerging PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/somalia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",south-sudan,SSD,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / MEM South Sudan (mostly diesel; new utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/south-sudan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",spp-solar,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA SPP solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/spp-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",spp-wind,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA SPP wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/spp-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",sri-lanka,LKA,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~450 MW solar + ~300 MW wind operational); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/sri-lanka.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",st-kitts-and-nevis,KNA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / NEVLEC/SKELEC (~5 MW PV + diesel),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-kitts-and-nevis.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",st-lucia,LCA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / LUCELEC (~10 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-lucia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",st-vincent,VCT,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / VINLEC (~3 MW PV + hydro + diesel),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-vincent.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",sudan,SDN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (utility solar deployed; ongoing conflict introduces data uncertainty); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/sudan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",suriname,SUR,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,GGFR 2024 Suriname Block 58 offshore flaring forecast (upstream off-grid; at inclusion threshold),https://www.nvebs.com/,docs/validation/suriname.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",syria,SYR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / PEO (sparse; conflict-affected grid; ~50 MW PV estimated),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/syria.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tajikistan,TJK,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / Barki Tojik (hydro-dominant; modelled spillage; CASA-1000),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tajikistan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tanzania,TZA,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Tanzania 2024 + JNHPP commissioning (TANESCO; gas+hydro),https://www.tanesco.co.tz/,docs/validation/tanzania.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",togo,TGO,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Togo 2024 (CEET; WAPP imports; Blitta PV 50 MW),https://ceet.tg/,docs/validation/togo.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tonga,TON,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / TPL (~8 MW solar + diesel + pumped hydro),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tonga.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",trinidad-tobago,TTO,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,GGFR 2024 Trinidad offshore flares ~1 BCM (upstream offshore flare lifted onto T&TEC grid coverage),https://ttec.co.tt/,docs/validation/trinidad-tobago.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tunisia,TUN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Tunisia 2024 + STEG Annual Report (Bizerte wind + PV; gas-dominated),https://www.steg.com.tn/,docs/validation/tunisia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",turkmenistan,TKM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / TDS (recent solar tenders; ~10-100 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/turkmenistan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tuvalu,TUV,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / TEWAO (~1 MW PV + diesel; atoll micro-grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tuvalu.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",tva,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,TVA Sustainability Report 2024 (provisional 0.05 TWh/yr; SE-US solar curtailment; TVA JSON-API path documented for future Pattern-A promotion),https://www.tva.com/,docs/validation/tva.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",uganda,UGA,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,ERA Annual Performance 2024 (UETCL/UEDCL; Karuma+Isimba hydro),https://www.uetcl.com/,docs/validation/uganda.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",uzbekistan,UZB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~1-2 GW utility-scale solar build-out post-2021); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/uzbekistan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",vanuatu,VUT,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / UNELCO (~10 MW PV + hydro + diesel; Pacific islands),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/vanuatu.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",venezuela,VEN,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (Paraguaná wind farm ~100 MW; grid distress limits VRE output); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/venezuela.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",w-siberia,RUS,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/w-siberia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",xinjiang,CHN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/xinjiang.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",yemen,YEM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / PC (wartime distributed-PV boom; estimates only; conflict-affected),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/yemen.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",zambia,ZMB,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Ember Zambia 2024 + Kariba drought (ZESCO; Kariba+Kafue; severe drought load-shed; SAPP),https://www.zesco.co.zm/,docs/validation/zambia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",zimbabwe,ZWE,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Ember Zimbabwe 2024 + Kariba South (ZPC/ZETDC; Kariba South hydro+coal; SAPP),https://www.zetdc.co.zw/,docs/validation/zimbabwe.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,paraguay,PRY,hydro,modelled_or_fallback,T3-modelled,8.960000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Itaipu fallback,https://www.itaipu.gov.py/,docs/validation/paraguay.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,yunnan,CHN,hydro,modelled_or_fallback,T3-modelled,5.520000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Yunnan statistics,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/yunnan.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-shandong,CHN,solar,modelled_or_fallback,T3-modelled,4.500000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~4.5 TWh/yr (96.3% PV utilisation),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shandong.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,inner-mongolia,CHN,wind,modelled_or_fallback,T3-modelled,4.000000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/inner-mongolia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,vietnam,VNM,solar,modelled_or_fallback,T3-modelled,4.000000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,EVN fallback,https://www.evn.com.vn/,docs/validation/vietnam.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,india-rajasthan,IND,solar,generation_or_feed_x_rate,T3-modelled,3.500000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RRVPNL SLDC (Rajasthan State Load Despatch Centre) — RE curtailment downloads at sldc.rajasthan.gov.in. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to Ember India 2025 (~3.5 TWh/yr solar curtailment). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://sldc.rajasthan.gov.in/,docs/validation/india-rajasthan.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-guangdong,CHN,mixed,modelled_or_fallback,T3-modelled,3.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — CSG-grid mixed wind+solar curtailment ~3.2 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-guangdong.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,ethiopia,ETH,hydro,modelled_or_fallback,T3-modelled,2.560000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,EEP fallback,https://www.eep.com.et/,docs/validation/ethiopia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-anhui,CHN,solar,modelled_or_fallback,T3-modelled,2.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~2.1 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-anhui.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,gansu-wind,CHN,wind,modelled_or_fallback,T3-modelled,1.800000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Gansu MIIT generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/gansu-wind.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-liaoning,CHN,wind,modelled_or_fallback,T3-modelled,1.600000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1.6 TWh/yr (northeast grid transmission constraint),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-liaoning.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,qinghai,CHN,solar,modelled_or_fallback,T3-modelled,1.500000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/qinghai.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-jiangsu-solar,CHN,solar,modelled_or_fallback,T3-modelled,1.400000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 50% of ~2.8 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-jiangsu-solar.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-jiangsu-wind,CHN,wind,modelled_or_fallback,T3-modelled,1.400000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — offshore wind curtailment (wind 50% of ~2.8 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-jiangsu-wind.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,british-columbia,CAN,hydro,modelled_or_fallback,T3-modelled,1.260000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,BC Hydro fallback,https://www.bchydro.com/,docs/validation/british-columbia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,pakistan-wind,PAK,wind,modelled_or_fallback,T3-modelled,1.206000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEPRA State of Industry Report 2024: NPMV wind = 1,337 GWh FY2023-24 (Jhimpir/Gharo/Thatta wind corridor, Sindh). Wind 90% of total.",https://nepra.org.pk/publications/State%20of%20Industry%20Reports/State%20of%20Industry%20Report%202024.pdf,docs/validation/pakistan-wind.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,gansu-solar,CHN,solar,modelled_or_fallback,T3-modelled,1.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Gansu MIIT generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/gansu-solar.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,mexico,MEX,solar,modelled_or_fallback,T3-modelled,1.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,SENER PRODESEN 2024-2038 + CRE confiabilidad reports — ~1.2 TWh/yr solar+wind curtailment from northern-grid transmission saturation (Sonora/Chihuahua/Coahuila/Oaxaca). Excludes hydro vertimientos. Gemini-3.1 research wave 2 (2026-04-30).,https://www.gob.mx/sener/documentos/programa-de-desarrollo-del-sistema-electrico-nacional-2024-2038,docs/validation/mexico.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,ukraine,UKR,solar,modelled_or_fallback,T3-modelled,1.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Ember Ukraine 2024 (ENTSO-E absent post-war),https://ember-energy.org/global-insights/ukraine-electricity-tracker/,docs/validation/ukraine.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-shaanxi,CHN,solar,modelled_or_fallback,T3-modelled,1.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~1.1 TWh/yr (Guanzhong basin PV),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shaanxi.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,russia-mainland,RUS,hydro,modelled_or_fallback,T3-modelled,1.080000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,SO UES fallback,https://www.so-ups.ru/,docs/validation/russia-mainland.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,tibet,CHN,hydro,modelled_or_fallback,T3-modelled,1.008000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/tibet.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,india-gujarat,IND,solar,generation_or_feed_x_rate,T3-modelled,1.000000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,GSLDC (Gujarat State Load Despatch Centre / GETCO) — RE curtailment reports at sldc.gujarat.gov.in. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO/Ember India 2024 (~1.0 TWh/yr solar curtailment). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://sldc.gujarat.gov.in/,docs/validation/india-gujarat.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,india-tamil-nadu,IND,wind,generation_or_feed_x_rate,T3-modelled,1.000000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,TNSLDC (Tamil Nadu State Load Despatch Centre / TANTRANSCO) — RE curtailment and system operation reports at tnsldc.com. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO South Region 2024 (~1.0 TWh/yr wind curtailment; India's largest wind state). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://tnsldc.com/,docs/validation/india-tamil-nadu.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-hunan-wind,CHN,wind,modelled_or_fallback,T3-modelled,0.950000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 50% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hunan-wind.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-shanxi-wind,CHN,wind,modelled_or_fallback,T3-modelled,0.840000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 60% of ~1.4 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shanxi-wind.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-zhejiang,CHN,mixed,modelled_or_fallback,T3-modelled,0.800000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — coastal mixed wind+solar curtailment ~0.8 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-zhejiang.md
