priority,readiness_label,region_id,country,kind,source_type,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,annual_value_basis,definition_notes,source,source_url,validation_doc
P3,modelled_envelope_only,china-chongqing-solar,CHN,solar,modelled_or_fallback,0.088000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-chongqing-solar.md
P3,needs_manual_validation,japan-chubu,JPN,solar,generation_or_feed_x_rate,0.050000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Chubu Electric Power Grid juyo CSV × 1% calibrated curtailment (OCCTO FY2024 Chubu anchor: ~0.05 TWh/yr),https://denki-yoho.chuden.jp/,docs/validation/japan-chubu.md
P3,needs_manual_validation,japan-kansai,JPN,solar,generation_or_feed_x_rate,0.050000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,"Kansai Electric T&D juyo CSV (5-min solar, live) × 1% calibrated curtailment (OCCTO FY2024 Kansai anchor: ~0.05 TWh/yr)",https://www.kansai-td.co.jp/,docs/validation/japan-kansai.md
P3,needs_manual_validation,japan-tepco,JPN,solar,generation_or_feed_x_rate,0.050000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,TEPCO Power Grid juyo CSV × 1% calibrated curtailment (OCCTO FY2024 TEPCO anchor: ~0.05 TWh/yr),https://www.tepco.co.jp/forecast/,docs/validation/japan-tepco.md
P3,modelled_envelope_only,jeju,KOR,wind,modelled_or_fallback,0.050000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KPX Jeju fallback,https://www.kpx.or.kr/,docs/validation/jeju.md
P3,modelled_envelope_only,kurdistan,IRQ,solar,modelled_or_fallback,0.050000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KRG Ministry fallback,https://gov.krd/moel-en/,docs/validation/kurdistan.md
P3,modelled_envelope_only,namibia,NAM,solar,modelled_or_fallback,0.050000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NamPower ISB 2025,https://www.nampower.com.na/,docs/validation/namibia.md
P3,needs_manual_validation,japan-okinawa,JPN,solar,generation_or_feed_x_rate,0.040000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Okinawa Electric juyo CSV × 2% calibrated curtailment (OCCTO FY2024 Okinawa anchor: ~0.04 TWh/yr),https://www.okiden.co.jp/,docs/validation/japan-okinawa.md
P3,needs_manual_validation,japan-hokuriku,JPN,solar,generation_or_feed_x_rate,0.020000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Hokuriku Electric juyo CSV (5-min solar) × 1% calibrated curtailment (OCCTO FY2024 Hokuriku anchor: ~0.02 TWh/yr),https://www.rikuden.co.jp/nw/denki-yoho/,docs/validation/japan-hokuriku.md
P3,modelled_envelope_only,china-hainan,CHN,solar,modelled_or_fallback,0.010000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (99.8% PV utilisation; near-zero),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hainan.md
P3,modelled_envelope_only,china-shanghai,CHN,solar,modelled_or_fallback,0.010000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (100% PV utilisation; effectively zero, placeholder)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shanghai.md
P3,missing_emitted_snapshot,afghanistan,AFG,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / DABS (~150 MW solar capacity),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/afghanistan.md
P3,missing_emitted_snapshot,albania,ALB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~240 MW solar capacity: Karavasta 140 MW + Spitalla 100 MW); wind negligible; modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/albania.md
P3,missing_emitted_snapshot,algeria,DZA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA Country Statistics 2024 (Algeria SONELGAZ/OS, ~1.5 GW wind+PV)",https://www.grte.dz/,docs/validation/algeria.md
P3,missing_emitted_snapshot,andorra,AND,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / FEDA (Alpine hydro + pumped storage; near-zero VRE),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/andorra.md
P3,missing_emitted_snapshot,angola,AGO,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Angola 2024 (RNT transmission; nascent solar),https://www.rnt.co.ao/,docs/validation/angola.md
P3,missing_emitted_snapshot,antigua-and-barbuda,ATG,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / APUA (~10 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/antigua-and-barbuda.md
P3,missing_emitted_snapshot,armenia,ARM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~180 MW solar capacity, growing post-2020); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/armenia.md
P3,missing_emitted_snapshot,austria,AUT,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,APG Strombilanz 2024 + ENTSO-E redispatch A75 (provisional anchor),https://www.apg.at/en/news-press/apg-strombilanz-2024-oesterreich-erstmals-wieder-exportland/,docs/validation/austria.md
P3,missing_emitted_snapshot,azerbaijan,AZE,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~200 MW solar + ~200 MW wind in operation post-2023); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/azerbaijan.md
P3,missing_emitted_snapshot,bahamas,BHS,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / BPL (~20 MW solar + oil; island grids),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bahamas.md
P3,missing_emitted_snapshot,bahrain,BHR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EWA Bahrain (~100 MW PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bahrain.md
P3,missing_emitted_snapshot,barbados,BRB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Barbados Renewables 2024 (rooftop PV; at inclusion threshold),https://www.blpc.com.bb/,docs/validation/barbados.md
P3,missing_emitted_snapshot,belarus-solar,BLR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / Belenergo (~90 MW solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belarus-solar.md
P3,missing_emitted_snapshot,belarus-wind,BLR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / Belenergo (~160 MW wind),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belarus-wind.md
P3,missing_emitted_snapshot,belize,BLZ,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / BEL (Herrera hydro + oil + solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belize.md
P3,missing_emitted_snapshot,benin,BEN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Benin 2024 (SBEE; imports ~80% via WAPP),https://sbee.bj/,docs/validation/benin.md
P3,missing_emitted_snapshot,bhutan,BTN,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / BPC (hydro-dominant; ~1.6 GW; seasonal spillage),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bhutan.md
P3,missing_emitted_snapshot,bolivia,BOL,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Bolivia 2024 (hydro+gas dominated grid; solar+wind ~3% of mix; CNDC PDF reports),https://www.cndc.bo/,docs/validation/bolivia.md
P3,phenomenon_boundary_review,bosnia-and-herzegovina,BIH,hydro,spill_or_hydro_proxy,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,spill/hydro proxy; not always grid-dispatch renewable curtailment,ENTSO-E JPCC (Krajina),https://transparency.entsoe.eu/,docs/validation/bosnia-and-herzegovina.md
P3,missing_emitted_snapshot,botswana,BWA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Botswana 2024 (BPC; SAPP member; Mmadinare PV),https://www.bpc.bw/,docs/validation/botswana.md
P3,missing_emitted_snapshot,bpa-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA BPA solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/bpa-solar.md
P3,missing_emitted_snapshot,bpa-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA BPA wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/bpa-wind.md
P3,missing_emitted_snapshot,brunei,BRN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / AEDED (~15 MW PV including Tengah 1.2 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/brunei.md
P3,needs_calendar_year_or_source_definition,bulgaria-solar,BGR,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ESO solar,https://transparency.entsoe.eu/,docs/validation/bulgaria-solar.md
P3,needs_calendar_year_or_source_definition,bulgaria-wind,BGR,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ESO wind,https://transparency.entsoe.eu/,docs/validation/bulgaria-wind.md
P3,missing_emitted_snapshot,burkina-faso,BFA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Burkina Faso 2024 (SONABEL; Zagtouli + Nagreongo PV ~70 MW),https://www.sonabel.bf/,docs/validation/burkina-faso.md
P3,missing_emitted_snapshot,burundi,BDI,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / REGIDESO (~30 MW hydro + emerging solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/burundi.md
P3,missing_emitted_snapshot,cabo-verde,CPV,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Cabo Verde 2024 (ELECTRA; 9-island system; high VRE),https://www.electra.cv/,docs/validation/cabo-verde.md
P3,missing_emitted_snapshot,caiso-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,CAISO OASIS / EIA solar,https://oasis.caiso.com/oasisapi,docs/validation/caiso-solar.md
P3,missing_emitted_snapshot,caiso-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,CAISO OASIS / EIA wind,https://oasis.caiso.com/oasisapi,docs/validation/caiso-wind.md
P3,missing_emitted_snapshot,cambodia,KHM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~470 MW solar 2024, rapid solar growth); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/cambodia.md
P3,missing_emitted_snapshot,cameroon,CMR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Cameroon 2024 (ENEO/SONATREL; mostly hydro),https://eneo.cm/,docs/validation/cameroon.md
P3,missing_emitted_snapshot,central-african-republic,CAF,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / ENERCA (micro-hydro + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/central-african-republic.md
P3,missing_emitted_snapshot,chad,TCD,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / SNE Chad (diesel + emerging solar; large landlocked grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/chad.md
P3,missing_emitted_snapshot,china-hebei,CHN,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"NEA 2024 provincial RE monitoring bulletin — wind curtailment ~2 TWh/yr (north China wind corridor, Zhangjiakou transmission bottleneck)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hebei.md
P3,missing_emitted_snapshot,china-heilongjiang,CHN,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1.5 TWh/yr (northeast grid; Daqing-area wind build-out),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-heilongjiang.md
P3,missing_emitted_snapshot,china-jilin,CHN,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1 TWh/yr (northeast grid; Baicheng wind corridor),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-jilin.md
P3,missing_emitted_snapshot,comoros,COM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / MA-MWE (~5 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/comoros.md
P3,missing_emitted_snapshot,congo-drc,COD,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA DRC 2024 (SNEL; Inga hydro complex ~2.5 GW; SAPP),https://www.snel.cd/,docs/validation/congo-drc.md
P3,missing_emitted_snapshot,congo-republic,COG,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / SNE Congo (Moukoukoulou hydro + gas),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/congo-republic.md
P3,missing_emitted_snapshot,costa-rica,CRI,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Costa Rica 2024 (98% renewable; hydro spill not anchored to hourly feed; ICE/CENCE),https://www.grupoice.com/,docs/validation/costa-rica.md
P3,missing_emitted_snapshot,cote-divoire,CIV,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Cote d'Ivoire 2024 (CIE; major WAPP exporter),https://www.cie.ci/,docs/validation/cote-divoire.md
P3,needs_calendar_year_or_source_definition,croatia-solar,HRV,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E HOPS solar,https://transparency.entsoe.eu/,docs/validation/croatia-solar.md
P3,needs_calendar_year_or_source_definition,croatia-wind,HRV,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E HOPS wind,https://transparency.entsoe.eu/,docs/validation/croatia-wind.md
P3,missing_emitted_snapshot,cuba,CUB,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Cuba UNE 2022-24 grid restoration + Ember Cuba Electricity Review 2024 (post-Hurricane-Ian grid stress; not steady-state anchor),https://www.une.cu/,docs/validation/cuba.md
P3,needs_calendar_year_or_source_definition,czech-republic-solar,CZE,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E CEPS solar,https://transparency.entsoe.eu/,docs/validation/czech-republic-solar.md
P3,needs_calendar_year_or_source_definition,czech-republic-wind,CZE,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E CEPS wind,https://transparency.entsoe.eu/,docs/validation/czech-republic-wind.md
P3,missing_emitted_snapshot,denmark-east-solar,DNK,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Energinet DK2 solar (25% share),https://api.energidataservice.dk/,docs/validation/denmark-east-solar.md
P3,missing_emitted_snapshot,denmark-east-wind,DNK,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Energinet DK2 wind (25% share),https://api.energidataservice.dk/,docs/validation/denmark-east-wind.md
P3,missing_emitted_snapshot,denmark-west-solar,DNK,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Energinet DK1 solar (75% share),https://api.energidataservice.dk/,docs/validation/denmark-west-solar.md
P3,missing_emitted_snapshot,denmark-west-wind,DNK,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Energinet DK1 wind (75% share),https://api.energidataservice.dk/,docs/validation/denmark-west-wind.md
P3,missing_emitted_snapshot,djibouti,DJI,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDD (~15 MW solar; geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/djibouti.md
P3,missing_emitted_snapshot,dominica,DMA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / DOMLEC (hydro + solar + geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/dominica.md
P3,missing_emitted_snapshot,dominican-republic,DOM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA Dominican Republic 2024 + OC (Organismo Coordinador del SENI) Reportes de Operacion 2024. Live promotion attempt 2026-04-29 reverted: OC `GetGeneracionReprogramadaJSon` endpoint exposes scheduled/actual total generation, not renewable-specific curtailed-energy. Held at T3 pending a genuine curtailment source.",https://www.oc.org.do/,docs/validation/dominican-republic.md
P3,missing_emitted_snapshot,e-saudi,SAU,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/e-saudi.md
P3,missing_emitted_snapshot,east-timor,TLS,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDTL (~30 MW solar + diesel; small island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/east-timor.md
P3,missing_emitted_snapshot,ecuador,ECU,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Ecuador 2024 (hydro-dominated; CENACE Ecuador PDF reports; at inclusion threshold),https://www.cenace.gob.ec/,docs/validation/ecuador.md
P3,missing_emitted_snapshot,el-salvador,SLV,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Renewable Energy Statistics 2024 (El Salvador VRE share),https://www.ut.com.sv/,docs/validation/el-salvador.md
P3,missing_emitted_snapshot,equatorial-guinea,GNQ,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / SEGESA (gas + Djibloho hydro; small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/equatorial-guinea.md
P3,missing_emitted_snapshot,ercot-east-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-east-solar.md
P3,missing_emitted_snapshot,ercot-east-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-east-wind.md
P3,needs_calendar_year_or_source_definition,ercot-native-east,,,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,,,
P3,needs_calendar_year_or_source_definition,ercot-native-west,,,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,,,
P3,missing_emitted_snapshot,ercot-west-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-west-solar.md
P3,missing_emitted_snapshot,ercot-west-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-west-wind.md
P3,missing_emitted_snapshot,eritrea,ERI,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EEC (~10 MW PV; isolated grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/eritrea.md
P3,needs_calendar_year_or_source_definition,estonia,EST,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Elering,https://transparency.entsoe.eu/,docs/validation/estonia.md
P3,missing_emitted_snapshot,eswatini,SWZ,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Eswatini 2024 (EEC; SAPP member; biomass+hydro),https://www.eec.co.sz/,docs/validation/eswatini.md
P3,missing_emitted_snapshot,fiji,FJI,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EFL Fiji (Monasavu hydro + ~5 MW PV; Pacific island),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/fiji.md
P3,needs_calendar_year_or_source_definition,finland-solar,FIN,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E A75 FI B16 solar,https://transparency.entsoe.eu/,docs/validation/finland-solar.md
P3,missing_emitted_snapshot,florida,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"EIA FLA solar generation exists, but no published curtailment rate from FRCC/FPL. 0.5 TWh/yr provisional anchor — requires FRCC market monitor or FPL IRP 2024 published curtailment figure to move to T1.",https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/florida.md
P3,missing_emitted_snapshot,french-guiana,GUF,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EDF SEI Bilan Previsionnel Guyane 2024 (below normal inclusion threshold; included for completeness as the only South-American French overseas territory),https://www.edf.fr/edf-sei/,docs/validation/french-guiana.md
P3,missing_emitted_snapshot,gabon,GAB,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Gabon 2024 (SEEG; hydro+gas; flaring relevant),https://www.seeg-gabon.com/,docs/validation/gabon.md
P3,missing_emitted_snapshot,gambia,GMB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / NAWEC (~10 MW PV + diesel; small West African grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/gambia.md
P3,missing_emitted_snapshot,gb-england-wales-solar,GBR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Elexon BMRS solar (England+Wales ~30% share),https://www.elexon.co.uk/data/,docs/validation/gb-england-wales-solar.md
P3,missing_emitted_snapshot,gb-england-wales-wind,GBR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Elexon BMRS wind (England+Wales ~30% share),https://www.elexon.co.uk/data/,docs/validation/gb-england-wales-wind.md
P3,missing_emitted_snapshot,gb-scotland-solar,GBR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Elexon BMRS solar (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,docs/validation/gb-scotland-solar.md
P3,missing_emitted_snapshot,gb-scotland-wind,GBR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Elexon BMRS wind (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,docs/validation/gb-scotland-wind.md
P3,missing_emitted_snapshot,georgia,GEO,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~100 MW solar+wind combined, ~1.8 GW hydro); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/georgia.md
P3,needs_calendar_year_or_source_definition,germany-wind,DEU,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E BNetzA/SMARD wind,https://transparency.entsoe.eu/,docs/validation/germany-wind.md
P3,missing_emitted_snapshot,ghana,GHA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Ember Ghana 2024 (GRIDCo TSO; Akosombo hydro + PV),https://www.gridcogh.com/,docs/validation/ghana.md
P3,needs_calendar_year_or_source_definition,greece-solar,GRC,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E IPTO 2024 solar,https://transparency.entsoe.eu/,docs/validation/greece-solar.md
P3,needs_calendar_year_or_source_definition,greece-wind,GRC,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E IPTO 2024 wind,https://transparency.entsoe.eu/,docs/validation/greece-wind.md
P3,missing_emitted_snapshot,grenada,GRD,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / GRENLEC (~5 MW solar + oil; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/grenada.md
P3,missing_emitted_snapshot,guatemala,GTM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Renewable Energy Statistics 2024 (Guatemala VRE share) + AMM Plan Operativo 2024,https://www.amm.org.gt/,docs/validation/guatemala.md
P3,missing_emitted_snapshot,guatemala-siepac,GTM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Central America Interconnect 2024 (SIEPAC corridor; EOR Ente Operador Regional),https://www.enteoperador.org/,docs/validation/guatemala-siepac.md
P3,missing_emitted_snapshot,guinea,GIN,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDG Guinea (Garafiri + Kaleta + Souapiti hydro; hydro-dominant),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/guinea.md
P3,missing_emitted_snapshot,guinea-bissau,GNB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EAGB (~5 MW PV + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/guinea-bissau.md
